"","X","ID","Age.3","Stimuli","Trial","Gender","Condition","Answer"
"894",894,90,"Adult","C",NA,"Male","Action Possible",1
"895",895,90,"Adult","C",1,"Male","No Evidence",1
"896",896,90,"Adult","C",2,"Male","No Evidence",1
"897",897,90,"Adult","C",3,"Male","Strong Evidence",1
"898",898,90,"Adult","C",4,"Male","Strong Evidence",1
"899",899,90,"Adult","C",5,"Male","Counter Evidence",1
"900",900,90,"Adult","C",6,"Male","Counter Evidence",1
"901",901,91,"Adult","A",NA,"Male","Action Possible",0
"902",902,91,"Adult","A",NA,"Male","Action Impossible",0
"903",903,91,"Adult","A",NA,"Male","Action Impossible",0
"904",904,91,"Adult","A",NA,"Male","Action Possible",0
"905",905,91,"Adult","A",1,"Male","No Evidence",0
"906",906,91,"Adult","A",2,"Male","No Evidence",1
"907",907,91,"Adult","A",3,"Male","Strong Evidence",0
"908",908,91,"Adult","A",4,"Male","Strong Evidence",0
"909",909,91,"Adult","A",5,"Male","Counter Evidence",1
"910",910,91,"Adult","A",6,"Male","Counter Evidence",1
"911",921,92,"Adult","B",NA,"Male","Action Possible",1
"912",922,92,"Adult","B",NA,"Male","Action Impossible",0
"913",923,92,"Adult","B",NA,"Male","Action Impossible",0
"914",924,92,"Adult","B",NA,"Male","Action Possible",1
"915",925,92,"Adult","B",1,"Male","No Evidence",1
"916",926,92,"Adult","B",2,"Male","No Evidence",1
"917",927,92,"Adult","B",3,"Male","Strong Evidence",0
"918",928,92,"Adult","B",4,"Male","Strong Evidence",1
"919",929,92,"Adult","B",5,"Male","Counter Evidence",1
"920",930,92,"Adult","B",6,"Male","Counter Evidence",1
"921",931,93,"Adult","A",NA,"Male","Action Possible",1
"922",932,93,"Adult","A",NA,"Male","Action Impossible",0
"923",933,93,"Adult","A",NA,"Male","Action Impossible",0
"924",934,93,"Adult","A",NA,"Male","Action Possible",1
"925",935,93,"Adult","A",1,"Male","No Evidence",1
"926",936,93,"Adult","A",2,"Male","No Evidence",1
"927",937,93,"Adult","A",3,"Male","Strong Evidence",0
"928",938,93,"Adult","A",4,"Male","Strong Evidence",0
"929",939,93,"Adult","A",5,"Male","Counter Evidence",1
"930",940,93,"Adult","A",6,"Male","Counter Evidence",1
"931",941,94,"Adult","A",NA,"Male","Action Possible",0
"932",942,94,"Adult","A",NA,"Male","Action Impossible",0
"933",943,94,"Adult","A",NA,"Male","Action Impossible",0
"934",944,94,"Adult","A",NA,"Male","Action Possible",0
"935",945,94,"Adult","A",1,"Male","No Evidence",0
"936",946,94,"Adult","A",2,"Male","No Evidence",0
"937",947,94,"Adult","A",3,"Male","Strong Evidence",0
"938",948,94,"Adult","A",4,"Male","Strong Evidence",0
"939",949,94,"Adult","A",5,"Male","Counter Evidence",1
"940",950,94,"Adult","A",6,"Male","Counter Evidence",0
"941",961,95,"Adult","A",NA,"Male","Action Possible",1
"942",962,95,"Adult","A",NA,"Male","Action Impossible",0
"943",963,95,"Adult","A",NA,"Male","Action Impossible",0
"944",964,95,"Adult","A",NA,"Male","Action Possible",1
"945",965,95,"Adult","A",1,"Male","No Evidence",0
"946",966,95,"Adult","A",2,"Male","No Evidence",0
"947",967,95,"Adult","A",3,"Male","Strong Evidence",0
"948",968,95,"Adult","A",4,"Male","Strong Evidence",0
"949",969,95,"Adult","A",5,"Male","Counter Evidence",1
"950",970,95,"Adult","A",6,"Male","Counter Evidence",1
"951",911,96,"Adult","B",NA,"Male","Action Possible",1
"952",912,96,"Adult","B",NA,"Male","Action Impossible",0
"953",913,96,"Adult","B",NA,"Male","Action Impossible",0
"954",914,96,"Adult","B",NA,"Male","Action Possible",1
"955",915,96,"Adult","B",1,"Male","No Evidence",1
"956",916,96,"Adult","B",2,"Male","No Evidence",0
"957",917,96,"Adult","B",3,"Male","Strong Evidence",0
"958",918,96,"Adult","B",4,"Male","Strong Evidence",0
"959",919,96,"Adult","B",5,"Male","Counter Evidence",1
"960",920,96,"Adult","B",6,"Male","Counter Evidence",1
"961",951,97,"Adult","B",NA,"Female","Action Possible",1
"962",952,97,"Adult","B",NA,"Female","Action Impossible",0
"963",953,97,"Adult","B",NA,"Female","Action Impossible",0
"964",954,97,"Adult","B",NA,"Female","Action Possible",1
"965",955,97,"Adult","B",1,"Female","No Evidence",1
"966",956,97,"Adult","B",2,"Female","No Evidence",1
"967",957,97,"Adult","B",3,"Female","Strong Evidence",0
"968",958,97,"Adult","B",4,"Female","Strong Evidence",0
"969",959,97,"Adult","B",5,"Female","Counter Evidence",1
"970",960,97,"Adult","B",6,"Female","Counter Evidence",0
"971",971,98,"Adult","B",NA,"Male","Action Possible",1
"972",972,98,"Adult","B",NA,"Male","Action Impossible",0
"973",973,98,"Adult","B",NA,"Male","Action Impossible",0
"974",974,98,"Adult","B",NA,"Male","Action Possible",1
"975",975,98,"Adult","B",1,"Male","No Evidence",1
"976",976,98,"Adult","B",2,"Male","No Evidence",1
"977",977,98,"Adult","B",3,"Male","Strong Evidence",1
"978",978,98,"Adult","B",4,"Male","Strong Evidence",0
"979",979,98,"Adult","B",5,"Male","Counter Evidence",1
"980",980,98,"Adult","B",6,"Male","Counter Evidence",1
"981",981,99,"Adult","C",NA,"Male","Action Possible",1
"982",982,99,"Adult","C",NA,"Male","Action Impossible",0
"983",983,99,"Adult","C",NA,"Male","Action Impossible",0
"984",984,99,"Adult","C",NA,"Male","Action Possible",1
"985",985,99,"Adult","C",1,"Male","No Evidence",1
"986",986,99,"Adult","C",2,"Male","No Evidence",1
"987",987,99,"Adult","C",3,"Male","Strong Evidence",1
"988",988,99,"Adult","C",4,"Male","Strong Evidence",1
"989",989,99,"Adult","C",5,"Male","Counter Evidence",1
"990",990,99,"Adult","C",6,"Male","Counter Evidence",1
"991",991,100,"Adult","B",NA,"Female","Action Possible",1
"992",992,100,"Adult","B",NA,"Female","Action Impossible",0
"993",993,100,"Adult","B",NA,"Female","Action Impossible",0
"994",994,100,"Adult","B",NA,"Female","Action Possible",1
"995",995,100,"Adult","B",1,"Female","No Evidence",1
"996",996,100,"Adult","B",2,"Female","No Evidence",1
"997",997,100,"Adult","B",3,"Female","Strong Evidence",0
"998",998,100,"Adult","B",4,"Female","Strong Evidence",0
"999",999,100,"Adult","B",5,"Female","Counter Evidence",1
"1000",1000,100,"Adult","B",6,"Female","Counter Evidence",1
"1001",1001,101,"Adult","C",NA,"Male","Action Possible",1
"1002",1002,101,"Adult","C",NA,"Male","Action Impossible",0
"1003",1003,101,"Adult","C",NA,"Male","Action Impossible",0
"1004",1004,101,"Adult","C",NA,"Male","Action Possible",1
"1005",1005,101,"Adult","C",1,"Male","No Evidence",1
"1006",1006,101,"Adult","C",2,"Male","No Evidence",0
"1007",1007,101,"Adult","C",3,"Male","Strong Evidence",1
"1008",1008,101,"Adult","C",4,"Male","Strong Evidence",0
"1009",1009,101,"Adult","C",5,"Male","Counter Evidence",1
"1010",1010,101,"Adult","C",6,"Male","Counter Evidence",1
"1011",1011,102,"Adult","C",NA,"Male","Action Possible",0
"1012",1012,102,"Adult","C",NA,"Male","Action Impossible",0
"1013",1013,102,"Adult","C",NA,"Male","Action Impossible",0
"1014",1014,102,"Adult","C",NA,"Male","Action Possible",1
"1015",1015,102,"Adult","C",1,"Male","No Evidence",1
"1016",1016,102,"Adult","C",2,"Male","No Evidence",1
"1017",1017,102,"Adult","C",3,"Male","Strong Evidence",1
"1018",1018,102,"Adult","C",4,"Male","Strong Evidence",0
"1019",1019,102,"Adult","C",5,"Male","Counter Evidence",1
"1020",1020,102,"Adult","C",6,"Male","Counter Evidence",1
"1021",1021,103,"Adult","C",NA,"Male","Action Possible",1
"1022",1022,103,"Adult","C",NA,"Male","Action Impossible",0
"1023",1023,103,"Adult","C",NA,"Male","Action Impossible",0
"1024",1024,103,"Adult","C",NA,"Male","Action Possible",1
"1025",1025,103,"Adult","C",1,"Male","No Evidence",1
"1026",1026,103,"Adult","C",2,"Male","No Evidence",1
"1027",1027,103,"Adult","C",3,"Male","Strong Evidence",0
"1028",1028,103,"Adult","C",4,"Male","Strong Evidence",0
"1029",1029,103,"Adult","C",5,"Male","Counter Evidence",1
"1030",1030,103,"Adult","C",6,"Male","Counter Evidence",1
"1031",1031,104,"Adult","C",NA,"Male","Action Possible",1
"1032",1032,104,"Adult","C",NA,"Male","Action Impossible",0
"1033",1033,104,"Adult","C",NA,"Male","Action Impossible",0
"1034",1034,104,"Adult","C",NA,"Male","Action Possible",1
"1035",1035,104,"Adult","C",1,"Male","No Evidence",1
"1036",1036,104,"Adult","C",2,"Male","No Evidence",1
"1037",1037,104,"Adult","C",3,"Male","Strong Evidence",0
"1038",1038,104,"Adult","C",4,"Male","Strong Evidence",0
"1039",1039,104,"Adult","C",5,"Male","Counter Evidence",1
"1040",1040,104,"Adult","C",6,"Male","Counter Evidence",1
"1041",1041,105,"Adult","A",NA,"Male","Action Possible",1
"1042",1042,105,"Adult","A",NA,"Male","Action Impossible",0
"1043",1043,105,"Adult","A",NA,"Male","Action Impossible",0
"1044",1044,105,"Adult","A",NA,"Male","Action Possible",1
"1045",1045,105,"Adult","A",1,"Male","No Evidence",0
"1046",1046,105,"Adult","A",2,"Male","No Evidence",1
"1047",1047,105,"Adult","A",3,"Male","Strong Evidence",0
"1048",1048,105,"Adult","A",4,"Male","Strong Evidence",0
"1049",1049,105,"Adult","A",5,"Male","Counter Evidence",1
"1050",1050,105,"Adult","A",6,"Male","Counter Evidence",1
"1051",1051,106,"Adult","C",NA,"Male","Action Possible",0
"1052",1052,106,"Adult","C",NA,"Male","Action Impossible",0
"1053",1053,106,"Adult","C",NA,"Male","Action Impossible",0
"1054",1054,106,"Adult","C",NA,"Male","Action Possible",1
"1055",1055,106,"Adult","C",1,"Male","No Evidence",1
"1056",1056,106,"Adult","C",2,"Male","No Evidence",0
"1057",1057,106,"Adult","C",3,"Male","Strong Evidence",0
"1058",1058,106,"Adult","C",4,"Male","Strong Evidence",0
"1059",1059,106,"Adult","C",5,"Male","Counter Evidence",0
"1060",1060,106,"Adult","C",6,"Male","Counter Evidence",1
"1061",1061,107,"Adult","A",NA,"Female","Action Possible",0
"1062",1062,107,"Adult","A",NA,"Female","Action Impossible",0
"1063",1063,107,"Adult","A",NA,"Female","Action Impossible",1
"1064",1064,107,"Adult","A",NA,"Female","Action Possible",0
"1065",1065,107,"Adult","A",1,"Female","No Evidence",1
"1066",1066,107,"Adult","A",2,"Female","No Evidence",0
"1067",1067,107,"Adult","A",3,"Female","Strong Evidence",0
"1068",1068,107,"Adult","A",4,"Female","Strong Evidence",0
"1069",1069,107,"Adult","A",5,"Female","Counter Evidence",1
"1070",1070,107,"Adult","A",6,"Female","Counter Evidence",1
"1071",1071,108,"Adult","B",NA,"Male","Action Possible",1
"1072",1072,108,"Adult","B",NA,"Male","Action Impossible",0
"1073",1073,108,"Adult","B",NA,"Male","Action Impossible",0
"1074",1074,108,"Adult","B",NA,"Male","Action Possible",1
"1075",1075,108,"Adult","B",1,"Male","No Evidence",1
"1076",1076,108,"Adult","B",2,"Male","No Evidence",1
"1077",1077,108,"Adult","B",3,"Male","Strong Evidence",1
"1078",1078,108,"Adult","B",4,"Male","Strong Evidence",1
"1079",1079,108,"Adult","B",5,"Male","Counter Evidence",1
"1080",1080,108,"Adult","B",6,"Male","Counter Evidence",1
"1081",1081,109,"Adult","B",NA,"Male","Action Possible",1
"1082",1082,109,"Adult","B",NA,"Male","Action Impossible",1
"1083",1083,109,"Adult","B",NA,"Male","Action Impossible",1
"1084",1084,109,"Adult","B",NA,"Male","Action Possible",1
"1085",1085,109,"Adult","B",1,"Male","No Evidence",1
"1086",1086,109,"Adult","B",2,"Male","No Evidence",1
"1087",1087,109,"Adult","B",3,"Male","Strong Evidence",1
"1088",1088,109,"Adult","B",4,"Male","Strong Evidence",1
"1089",1089,109,"Adult","B",5,"Male","Counter Evidence",1
"1090",1090,109,"Adult","B",6,"Male","Counter Evidence",1
"1091",1101,110,"Adult","B",NA,"Female","Action Possible",1
"1092",1102,110,"Adult","B",NA,"Female","Action Impossible",0
"1093",1103,110,"Adult","B",NA,"Female","Action Impossible",0
"1094",1104,110,"Adult","B",NA,"Female","Action Possible",1
"1095",1105,110,"Adult","B",1,"Female","No Evidence",1
"1096",1106,110,"Adult","B",2,"Female","No Evidence",1
"1097",1107,110,"Adult","B",3,"Female","Strong Evidence",0
"1098",1108,110,"Adult","B",4,"Female","Strong Evidence",0
"1099",1109,110,"Adult","B",5,"Female","Counter Evidence",1
"1100",1110,110,"Adult","B",6,"Female","Counter Evidence",1
"1101",1111,111,"Adult","B",NA,"Male","Action Possible",1
"1102",1112,111,"Adult","B",NA,"Male","Action Impossible",0
"1103",1113,111,"Adult","B",NA,"Male","Action Impossible",0
"1104",1114,111,"Adult","B",NA,"Male","Action Possible",1
"1105",1115,111,"Adult","B",1,"Male","No Evidence",1
"1106",1116,111,"Adult","B",2,"Male","No Evidence",1
"1107",1117,111,"Adult","B",3,"Male","Strong Evidence",1
"1108",1118,111,"Adult","B",4,"Male","Strong Evidence",0
"1109",1119,111,"Adult","B",5,"Male","Counter Evidence",1
"1110",1120,111,"Adult","B",6,"Male","Counter Evidence",1
"1111",1121,112,"Adult","C",NA,"Male","Action Possible",1
"1112",1122,112,"Adult","C",NA,"Male","Action Impossible",0
"1113",1123,112,"Adult","C",NA,"Male","Action Impossible",0
"1114",1124,112,"Adult","C",NA,"Male","Action Possible",1
"1115",1125,112,"Adult","C",1,"Male","No Evidence",1
"1116",1126,112,"Adult","C",2,"Male","No Evidence",1
"1117",1127,112,"Adult","C",3,"Male","Strong Evidence",0
"1118",1128,112,"Adult","C",4,"Male","Strong Evidence",0
"1119",1129,112,"Adult","C",5,"Male","Counter Evidence",0
"1120",1130,112,"Adult","C",6,"Male","Counter Evidence",0
"1121",1131,113,"Adult","B",NA,"Female","Action Possible",1
"1122",1132,113,"Adult","B",NA,"Female","Action Impossible",0
"1123",1133,113,"Adult","B",NA,"Female","Action Impossible",0
"1124",1134,113,"Adult","B",NA,"Female","Action Possible",1
"1125",1135,113,"Adult","B",1,"Female","No Evidence",1
"1126",1136,113,"Adult","B",2,"Female","No Evidence",1
"1127",1137,113,"Adult","B",3,"Female","Strong Evidence",0
"1128",1138,113,"Adult","B",4,"Female","Strong Evidence",0
"1129",1139,113,"Adult","B",5,"Female","Counter Evidence",1
"1130",1140,113,"Adult","B",6,"Female","Counter Evidence",1
"1131",1141,114,"Adult","C",NA,"Male","Action Possible",1
"1132",1142,114,"Adult","C",NA,"Male","Action Impossible",0
"1133",1143,114,"Adult","C",NA,"Male","Action Impossible",0
"1134",1144,114,"Adult","C",NA,"Male","Action Possible",1
"1135",1145,114,"Adult","C",1,"Male","No Evidence",1
"1136",1146,114,"Adult","C",2,"Male","No Evidence",0
"1137",1147,114,"Adult","C",3,"Male","Strong Evidence",1
"1138",1148,114,"Adult","C",4,"Male","Strong Evidence",1
"1139",1149,114,"Adult","C",5,"Male","Counter Evidence",0
"1140",1150,114,"Adult","C",6,"Male","Counter Evidence",1
"1141",1091,115,"Adult","C",NA,"Male","Action Possible",1
"1142",1092,115,"Adult","C",NA,"Male","Action Impossible",0
"1143",1093,115,"Adult","C",NA,"Male","Action Impossible",0
"1144",1094,115,"Adult","C",NA,"Male","Action Possible",1
"1145",1095,115,"Adult","C",1,"Male","No Evidence",1
"1146",1096,115,"Adult","C",2,"Male","No Evidence",1
"1147",1097,115,"Adult","C",3,"Male","Strong Evidence",1
"1148",1098,115,"Adult","C",4,"Male","Strong Evidence",0
"1149",1099,115,"Adult","C",5,"Male","Counter Evidence",1
"1150",1100,115,"Adult","C",6,"Male","Counter Evidence",1
"1151",1151,116,"Adult","B",NA,"Prefer not to specify","Action Possible",1
"1152",1152,116,"Adult","B",NA,"Prefer not to specify","Action Impossible",0
"1153",1153,116,"Adult","B",NA,"Prefer not to specify","Action Impossible",0
"1154",1154,116,"Adult","B",NA,"Prefer not to specify","Action Possible",1
"1155",1155,116,"Adult","B",1,"Prefer not to specify","No Evidence",1
"1156",1156,116,"Adult","B",2,"Prefer not to specify","No Evidence",1
"1157",1157,116,"Adult","B",3,"Prefer not to specify","Strong Evidence",0
"1158",1158,116,"Adult","B",4,"Prefer not to specify","Strong Evidence",0
"1159",1159,116,"Adult","B",5,"Prefer not to specify","Counter Evidence",1
"1160",1160,116,"Adult","B",6,"Prefer not to specify","Counter Evidence",1
"1161",1161,117,"Adult","B",NA,"Female","Action Possible",0
"1162",1162,117,"Adult","B",NA,"Female","Action Impossible",0
"1163",1163,117,"Adult","B",NA,"Female","Action Impossible",0
"1164",1164,117,"Adult","B",NA,"Female","Action Possible",0
"1165",1165,117,"Adult","B",1,"Female","No Evidence",0
"1166",1166,117,"Adult","B",2,"Female","No Evidence",0
"1167",1167,117,"Adult","B",3,"Female","Strong Evidence",0
"1168",1168,117,"Adult","B",4,"Female","Strong Evidence",0
"1169",1169,117,"Adult","B",5,"Female","Counter Evidence",0
"1170",1170,117,"Adult","B",6,"Female","Counter Evidence",1
"1171",1171,118,"Adult","A",NA,"Male","Action Possible",1
"1172",1172,118,"Adult","A",NA,"Male","Action Impossible",0
"1173",1173,118,"Adult","A",NA,"Male","Action Impossible",0
"1174",1174,118,"Adult","A",NA,"Male","Action Possible",1
"1175",1175,118,"Adult","A",1,"Male","No Evidence",1
"1176",1176,118,"Adult","A",2,"Male","No Evidence",1
"1177",1177,118,"Adult","A",3,"Male","Strong Evidence",1
"1178",1178,118,"Adult","A",4,"Male","Strong Evidence",1
"1179",1179,118,"Adult","A",5,"Male","Counter Evidence",1
"1180",1180,118,"Adult","A",6,"Male","Counter Evidence",1
"1181",1181,119,"Adult","C",NA,"Female","Action Possible",1
"1182",1182,119,"Adult","C",NA,"Female","Action Impossible",0
"1183",1183,119,"Adult","C",NA,"Female","Action Impossible",0
"1184",1184,119,"Adult","C",NA,"Female","Action Possible",1
"1185",1185,119,"Adult","C",1,"Female","No Evidence",1
"1186",1186,119,"Adult","C",2,"Female","No Evidence",1
"1187",1187,119,"Adult","C",3,"Female","Strong Evidence",1
"1188",1188,119,"Adult","C",4,"Female","Strong Evidence",1
"1189",1189,119,"Adult","C",5,"Female","Counter Evidence",1
"1190",1190,119,"Adult","C",6,"Female","Counter Evidence",1
"1191",1191,120,"Adult","B",NA,"Male","Action Possible",0
"1192",1192,120,"Adult","B",NA,"Male","Action Impossible",0
"1193",1193,120,"Adult","B",NA,"Male","Action Impossible",0
"1194",1194,120,"Adult","B",NA,"Male","Action Possible",0
"1195",1195,120,"Adult","B",1,"Male","No Evidence",0
"1196",1196,120,"Adult","B",2,"Male","No Evidence",1
"1197",1197,120,"Adult","B",3,"Male","Strong Evidence",0
"1198",1198,120,"Adult","B",4,"Male","Strong Evidence",1
"1199",1199,120,"Adult","B",5,"Male","Counter Evidence",1
"1200",1200,120,"Adult","B",6,"Male","Counter Evidence",1
